"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","HHFA","CURDEP","PC_HHFA","A","1995",24.08139,
"AUS","HHFA","CURDEP","PC_HHFA","A","1996",23.43127,
"AUS","HHFA","CURDEP","PC_HHFA","A","1997",22.36017,
"AUS","HHFA","CURDEP","PC_HHFA","A","1998",20.8198,
"AUS","HHFA","CURDEP","PC_HHFA","A","1999",18.96411,
"AUS","HHFA","CURDEP","PC_HHFA","A","2000",18.73884,
"AUS","HHFA","CURDEP","PC_HHFA","A","2001",18.42815,
"AUS","HHFA","CURDEP","PC_HHFA","A","2002",19.29247,
"AUS","HHFA","CURDEP","PC_HHFA","A","2003",19.20033,
"AUS","HHFA","CURDEP","PC_HHFA","A","2004",17.94199,
"AUS","HHFA","CURDEP","PC_HHFA","A","2005",17.17072,
"AUS","HHFA","CURDEP","PC_HHFA","A","2006",16.6036,
"AUS","HHFA","CURDEP","PC_HHFA","A","2007",16.25961,
"AUS","HHFA","CURDEP","PC_HHFA","A","2008",21.44158,
"AUS","HHFA","CURDEP","PC_HHFA","A","2009",20.14997,
"AUS","HHFA","CURDEP","PC_HHFA","A","2010",21.18656,
"AUS","HHFA","CURDEP","PC_HHFA","A","2011",22.87527,
"AUS","HHFA","CURDEP","PC_HHFA","A","2012",21.78096,
"AUS","HHFA","CURDEP","PC_HHFA","A","2013",21.82359,
"AUS","HHFA","CURDEP","PC_HHFA","A","2014",21.85293,
"AUS","HHFA","CURDEP","PC_HHFA","A","2015",22.08746,
"AUS","HHFA","CURDEP","PC_HHFA","A","2016",21.7735,
"AUS","HHFA","CURDEP","PC_HHFA","A","2017",21.39763,
"AUS","HHFA","CURDEP","PC_HHFA","A","2018",21.79988,
"AUS","HHFA","CURDEP","PC_HHFA","A","2019",20.16478,
"AUS","HHFA","LIFEINSRSV","PC_HHFA","A","1995",0,
"AUS","HHFA","LIFEINSRSV","PC_HHFA","A","1996",0,
"AUS","HHFA","LIFEINSRSV","PC_HHFA","A","1997",0,
"AUS","HHFA","LIFEINSRSV","PC_HHFA","A","1998",0,
"AUS","HHFA","LIFEINSRSV","PC_HHFA","A","1999",0,
"AUS","HHFA","LIFEINSRSV","PC_HHFA","A","2000",0,
"AUS","HHFA","LIFEINSRSV","PC_HHFA","A","2001",0,
"AUS","HHFA","LIFEINSRSV","PC_HHFA","A","2002",0,
"AUS","HHFA","LIFEINSRSV","PC_HHFA","A","2003",0,
"AUS","HHFA","LIFEINSRSV","PC_HHFA","A","2004",0,
"AUS","HHFA","LIFEINSRSV","PC_HHFA","A","2005",0,
"AUS","HHFA","LIFEINSRSV","PC_HHFA","A","2006",0,
"AUS","HHFA","LIFEINSRSV","PC_HHFA","A","2007",0,
"AUS","HHFA","LIFEINSRSV","PC_HHFA","A","2008",0,
"AUS","HHFA","LIFEINSRSV","PC_HHFA","A","2009",0,
"AUS","HHFA","LIFEINSRSV","PC_HHFA","A","2010",0,
"AUS","HHFA","LIFEINSRSV","PC_HHFA","A","2011",0,
"AUS","HHFA","LIFEINSRSV","PC_HHFA","A","2012",0,
"AUS","HHFA","LIFEINSRSV","PC_HHFA","A","2013",0,
"AUS","HHFA","LIFEINSRSV","PC_HHFA","A","2014",0,
"AUS","HHFA","LIFEINSRSV","PC_HHFA","A","2015",0,
"AUS","HHFA","MFSH","PC_HHFA","A","1995",0,
"AUS","HHFA","MFSH","PC_HHFA","A","1996",0,
"AUS","HHFA","MFSH","PC_HHFA","A","1997",0,
"AUS","HHFA","MFSH","PC_HHFA","A","1998",0,
"AUS","HHFA","MFSH","PC_HHFA","A","1999",0,
"AUS","HHFA","MFSH","PC_HHFA","A","2000",0,
"AUS","HHFA","MFSH","PC_HHFA","A","2001",0,
"AUS","HHFA","MFSH","PC_HHFA","A","2002",0,
"AUS","HHFA","MFSH","PC_HHFA","A","2003",0,
"AUS","HHFA","MFSH","PC_HHFA","A","2004",0,
"AUS","HHFA","MFSH","PC_HHFA","A","2005",0,
"AUS","HHFA","MFSH","PC_HHFA","A","2006",0,
"AUS","HHFA","MFSH","PC_HHFA","A","2007",0,
"AUS","HHFA","MFSH","PC_HHFA","A","2008",0,
"AUS","HHFA","MFSH","PC_HHFA","A","2009",0,
"AUS","HHFA","MFSH","PC_HHFA","A","2010",0,
"AUS","HHFA","MFSH","PC_HHFA","A","2011",0,
"AUS","HHFA","MFSH","PC_HHFA","A","2012",0,
"AUS","HHFA","MFSH","PC_HHFA","A","2013",0,
"AUS","HHFA","MFSH","PC_HHFA","A","2014",0,
"AUS","HHFA","MFSH","PC_HHFA","A","2015",0,
"AUS","HHFA","PENSIONF","PC_HHFA","A","1995",46.22026,
"AUS","HHFA","PENSIONF","PC_HHFA","A","1996",46.81173,
"AUS","HHFA","PENSIONF","PC_HHFA","A","1997",48.1322,
"AUS","HHFA","PENSIONF","PC_HHFA","A","1998",47.07487,
"AUS","HHFA","PENSIONF","PC_HHFA","A","1999",49.5066,
"AUS","HHFA","PENSIONF","PC_HHFA","A","2000",49.94241,
"AUS","HHFA","PENSIONF","PC_HHFA","A","2001",49.53425,
"AUS","HHFA","PENSIONF","PC_HHFA","A","2002",48.10295,
"AUS","HHFA","PENSIONF","PC_HHFA","A","2003",47.60246,
"AUS","HHFA","PENSIONF","PC_HHFA","A","2004",48.68412,
"AUS","HHFA","PENSIONF","PC_HHFA","A","2005",49.59122,
"AUS","HHFA","PENSIONF","PC_HHFA","A","2006",52.07596,
"AUS","HHFA","PENSIONF","PC_HHFA","A","2007",54.67424,
"AUS","HHFA","PENSIONF","PC_HHFA","A","2008",50.28946,
"AUS","HHFA","PENSIONF","PC_HHFA","A","2009",53.78372,
"AUS","HHFA","PENSIONF","PC_HHFA","A","2010",53.95458,
"AUS","HHFA","PENSIONF","PC_HHFA","A","2011",52.48263,
"AUS","HHFA","PENSIONF","PC_HHFA","A","2012",55.17996,
"AUS","HHFA","PENSIONF","PC_HHFA","A","2013",55.50663,
"AUS","HHFA","PENSIONF","PC_HHFA","A","2014",55.52429,
"AUS","HHFA","PENSIONF","PC_HHFA","A","2015",55.55152,
"AUS","HHFA","PENSIONF","PC_HHFA","A","2016",56.22948,
"AUS","HHFA","PENSIONF","PC_HHFA","A","2017",56.44665,
"AUS","HHFA","PENSIONF","PC_HHFA","A","2018",55.72586,
"AUS","HHFA","PENSIONF","PC_HHFA","A","2019",57.9613,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","1995",2.76445,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","1996",2.734073,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","1997",2.32427,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","1998",1.934506,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","1999",1.702851,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","2000",1.324098,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","2001",1.2448,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","2002",1.047938,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","2003",0.8812689,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","2004",0.7378232,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","2005",0.7696298,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","2006",0.6451672,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","2007",0.5881897,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","2008",0.5321922,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","2009",0.3810004,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","2010",0.3070573,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","2011",0.2674751,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","2012",0.212897,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","2013",0.1754953,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","2014",0.2073072,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","2015",0.1814109,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","2016",0.1828639,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","2017",0.1729801,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","2018",0.158731,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","2019",0.1265009,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","1995",20.53996,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","1996",20.53699,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","1997",20.37966,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","1998",23.59565,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","1999",23.908,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","2000",24.11217,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","2001",24.63353,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","2002",25.69604,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","2003",26.81604,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","2004",27.45232,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","2005",28.22223,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","2006",26.77765,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","2007",24.30916,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","2008",22.59185,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","2009",21.31507,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","2010",20.22847,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","2011",19.74563,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","2012",18.73005,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","2013",18.6518,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","2014",18.95652,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","2015",19.14428,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","2016",18.92942,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","2017",19.05149,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","2018",19.24631,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","2019",18.66251,
"AUT","HHFA","CURDEP","PC_HHFA","A","1995",53.00537,
"AUT","HHFA","CURDEP","PC_HHFA","A","1996",52.2233,
"AUT","HHFA","CURDEP","PC_HHFA","A","1997",51.08856,
"AUT","HHFA","CURDEP","PC_HHFA","A","1998",49.87291,
"AUT","HHFA","CURDEP","PC_HHFA","A","1999",49.15978,
"AUT","HHFA","CURDEP","PC_HHFA","A","2000",46.75488,
"AUT","HHFA","CURDEP","PC_HHFA","A","2001",46.86544,
"AUT","HHFA","CURDEP","PC_HHFA","A","2002",47.29732,
"AUT","HHFA","CURDEP","PC_HHFA","A","2003",46.95847,
"AUT","HHFA","CURDEP","PC_HHFA","A","2004",45.23082,
"AUT","HHFA","CURDEP","PC_HHFA","A","2005",42.69212,
"AUT","HHFA","CURDEP","PC_HHFA","A","2006",40.89727,
"AUT","HHFA","CURDEP","PC_HHFA","A","2007",41.11076,
"AUT","HHFA","CURDEP","PC_HHFA","A","2008",44.52099,
"AUT","HHFA","CURDEP","PC_HHFA","A","2009",43.22541,
"AUT","HHFA","CURDEP","PC_HHFA","A","2010",41.88396,
"AUT","HHFA","CURDEP","PC_HHFA","A","2011",42.60176,
"AUT","HHFA","CURDEP","PC_HHFA","A","2012",41.77488,
"AUT","HHFA","CURDEP","PC_HHFA","A","2013",40.65061,
"AUT","HHFA","CURDEP","PC_HHFA","A","2014",40.37356,
"AUT","HHFA","CURDEP","PC_HHFA","A","2015",40.46141,
"AUT","HHFA","CURDEP","PC_HHFA","A","2016",40.62806,
"AUT","HHFA","CURDEP","PC_HHFA","A","2017",39.85962,
"AUT","HHFA","CURDEP","PC_HHFA","A","2018",40.85101,
"AUT","HHFA","CURDEP","PC_HHFA","A","2019",40.2959,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","1995",8.427439,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","1996",9.12627,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","1997",9.458053,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","1998",9.909135,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","1999",10.36715,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","2000",10.70904,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","2001",11.24503,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","2002",11.49447,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","2003",11.51001,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","2004",11.74731,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","2005",12.48112,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","2006",12.63638,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","2007",12.58792,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","2008",12.88137,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","2009",12.64187,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","2010",12.74266,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","2011",12.71214,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","2012",12.67903,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","2013",12.14492,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","2014",12.0776,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","2015",11.69851,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","2016",11.15507,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","2017",11.66136,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","2018",11.14674,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","2019",11.24676,
"AUT","HHFA","MFSH","PC_HHFA","A","1995",4.87331,
"AUT","HHFA","MFSH","PC_HHFA","A","1996",5.913709,
"AUT","HHFA","MFSH","PC_HHFA","A","1997",7.1229,
"AUT","HHFA","MFSH","PC_HHFA","A","1998",7.96025,
"AUT","HHFA","MFSH","PC_HHFA","A","1999",8.676832,
"AUT","HHFA","MFSH","PC_HHFA","A","2000",9.374811,
"AUT","HHFA","MFSH","PC_HHFA","A","2001",9.087234,
"AUT","HHFA","MFSH","PC_HHFA","A","2002",8.144351,
"AUT","HHFA","MFSH","PC_HHFA","A","2003",8.13059,
"AUT","HHFA","MFSH","PC_HHFA","A","2004",8.82193,
"AUT","HHFA","MFSH","PC_HHFA","A","2005",9.706094,
"AUT","HHFA","MFSH","PC_HHFA","A","2006",10.14317,
"AUT","HHFA","MFSH","PC_HHFA","A","2007",9.523769,
"AUT","HHFA","MFSH","PC_HHFA","A","2008",7.164826,
"AUT","HHFA","MFSH","PC_HHFA","A","2009",7.618764,
"AUT","HHFA","MFSH","PC_HHFA","A","2010",8.13889,
"AUT","HHFA","MFSH","PC_HHFA","A","2011",7.26105,
"AUT","HHFA","MFSH","PC_HHFA","A","2012",7.498902,
"AUT","HHFA","MFSH","PC_HHFA","A","2013",7.69842,
"AUT","HHFA","MFSH","PC_HHFA","A","2014",8.284137,
"AUT","HHFA","MFSH","PC_HHFA","A","2015",8.634229,
"AUT","HHFA","MFSH","PC_HHFA","A","2016",8.835874,
"AUT","HHFA","MFSH","PC_HHFA","A","2017",9.083568,
"AUT","HHFA","MFSH","PC_HHFA","A","2018",8.583323,
"AUT","HHFA","MFSH","PC_HHFA","A","2019",9.327258,
"AUT","HHFA","PENSIONF","PC_HHFA","A","1995",6.907942,
"AUT","HHFA","PENSIONF","PC_HHFA","A","1996",6.75583,
"AUT","HHFA","PENSIONF","PC_HHFA","A","1997",6.935743,
"AUT","HHFA","PENSIONF","PC_HHFA","A","1998",7.187274,
"AUT","HHFA","PENSIONF","PC_HHFA","A","1999",6.57243,
"AUT","HHFA","PENSIONF","PC_HHFA","A","2000",6.522006,
"AUT","HHFA","PENSIONF","PC_HHFA","A","2001",6.688695,
"AUT","HHFA","PENSIONF","PC_HHFA","A","2002",6.777173,
"AUT","HHFA","PENSIONF","PC_HHFA","A","2003",6.76407,
"AUT","HHFA","PENSIONF","PC_HHFA","A","2004",6.873807,
"AUT","HHFA","PENSIONF","PC_HHFA","A","2005",6.719934,
"AUT","HHFA","PENSIONF","PC_HHFA","A","2006",6.713474,
"AUT","HHFA","PENSIONF","PC_HHFA","A","2007",6.650248,
"AUT","HHFA","PENSIONF","PC_HHFA","A","2008",6.750987,
"AUT","HHFA","PENSIONF","PC_HHFA","A","2009",6.643764,
"AUT","HHFA","PENSIONF","PC_HHFA","A","2010",6.592261,
"AUT","HHFA","PENSIONF","PC_HHFA","A","2011",6.835825,
"AUT","HHFA","PENSIONF","PC_HHFA","A","2012",7.006296,
"AUT","HHFA","PENSIONF","PC_HHFA","A","2013",7.139194,
"AUT","HHFA","PENSIONF","PC_HHFA","A","2014",7.591115,
"AUT","HHFA","PENSIONF","PC_HHFA","A","2015",7.705171,
"AUT","HHFA","PENSIONF","PC_HHFA","A","2016",7.972486,
"AUT","HHFA","PENSIONF","PC_HHFA","A","2017",7.890128,
"AUT","HHFA","PENSIONF","PC_HHFA","A","2018",8.061051,
"AUT","HHFA","PENSIONF","PC_HHFA","A","2019",8.135019,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","1995",11.25629,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","1996",9.950734,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","1997",8.352383,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","1998",7.061297,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","1999",6.20919,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","2000",6.405821,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","2001",6.159617,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","2002",6.501756,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","2003",6.519774,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","2004",6.857111,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","2005",6.591718,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","2006",7.183454,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","2007",7.701543,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","2008",8.780252,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","2009",8.460728,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","2010",8.459919,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","2011",8.703695,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","2012",8.638028,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","2013",7.919073,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","2014",7.002141,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","2015",6.148449,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","2016",5.505716,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","2017",4.807393,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","2018",4.377865,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","2019",4.018465,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","1995",13.16007,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","1996",13.63139,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","1997",14.57314,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","1998",15.24286,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","1999",16.26278,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","2000",17.42671,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","2001",17.14008,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","2002",16.31531,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","2003",16.87034,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","2004",17.3385,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","2005",18.34884,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","2006",19.50447,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","2007",19.40663,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","2008",16.63478,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","2009",18.3405,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","2010",19.19113,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","2011",18.78161,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","2012",19.35219,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","2013",21.39326,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","2014",21.36649,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","2015",21.75216,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","2016",22.27678,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","2017",24.23828,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","2018",24.45397,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","2019",24.52395,
"BEL","HHFA","CURDEP","PC_HHFA","A","1995",27.83286,
"BEL","HHFA","CURDEP","PC_HHFA","A","1996",27.19643,
"BEL","HHFA","CURDEP","PC_HHFA","A","1997",26.9599,
"BEL","HHFA","CURDEP","PC_HHFA","A","1998",25.8771,
"BEL","HHFA","CURDEP","PC_HHFA","A","1999",23.56172,
"BEL","HHFA","CURDEP","PC_HHFA","A","2000",23.57742,
"BEL","HHFA","CURDEP","PC_HHFA","A","2001",23.47707,
"BEL","HHFA","CURDEP","PC_HHFA","A","2002",26.30931,
"BEL","HHFA","CURDEP","PC_HHFA","A","2003",27.17215,
"BEL","HHFA","CURDEP","PC_HHFA","A","2004",27.81022,
"BEL","HHFA","CURDEP","PC_HHFA","A","2005",27.30263,
"BEL","HHFA","CURDEP","PC_HHFA","A","2006",27.69983,
"BEL","HHFA","CURDEP","PC_HHFA","A","2007",27.85,
"BEL","HHFA","CURDEP","PC_HHFA","A","2008",30.35175,
"BEL","HHFA","CURDEP","PC_HHFA","A","2009",29.35403,
"BEL","HHFA","CURDEP","PC_HHFA","A","2010",28.9061,
"BEL","HHFA","CURDEP","PC_HHFA","A","2011",29.30044,
"BEL","HHFA","CURDEP","PC_HHFA","A","2012",29.89723,
"BEL","HHFA","CURDEP","PC_HHFA","A","2013",30.59706,
"BEL","HHFA","CURDEP","PC_HHFA","A","2014",30.09626,
"BEL","HHFA","CURDEP","PC_HHFA","A","2015",29.56053,
"BEL","HHFA","CURDEP","PC_HHFA","A","2016",29.70881,
"BEL","HHFA","CURDEP","PC_HHFA","A","2017",29.78119,
"BEL","HHFA","CURDEP","PC_HHFA","A","2018",32.0596,
"BEL","HHFA","CURDEP","PC_HHFA","A","2019",31.52954,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","1995",6.047902,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","1996",6.313293,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","1997",6.845917,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","1998",5.088308,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","1999",6.050618,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","2000",6.927479,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","2001",7.812297,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","2002",9.027616,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","2003",10.33494,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","2004",11.3577,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","2005",12.86545,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","2006",13.65472,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","2007",14.25788,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","2008",14.99644,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","2009",15.03452,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","2010",15.57895,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","2011",15.40822,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","2012",15.58528,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","2013",14.93496,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","2014",14.31715,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","2015",13.67171,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","2016",15.19147,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","2017",14.64622,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","2018",14.42669,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","2019",14.13863,
"BEL","HHFA","MFSH","PC_HHFA","A","1995",8.24079,
"BEL","HHFA","MFSH","PC_HHFA","A","1996",8.821734,
"BEL","HHFA","MFSH","PC_HHFA","A","1997",10.22494,
"BEL","HHFA","MFSH","PC_HHFA","A","1998",12.8887,
"BEL","HHFA","MFSH","PC_HHFA","A","1999",15.17975,
"BEL","HHFA","MFSH","PC_HHFA","A","2000",16.0331,
"BEL","HHFA","MFSH","PC_HHFA","A","2001",16.08202,
"BEL","HHFA","MFSH","PC_HHFA","A","2002",15.18213,
"BEL","HHFA","MFSH","PC_HHFA","A","2003",15.4372,
"BEL","HHFA","MFSH","PC_HHFA","A","2004",15.56571,
"BEL","HHFA","MFSH","PC_HHFA","A","2005",16.98771,
"BEL","HHFA","MFSH","PC_HHFA","A","2006",17.21312,
"BEL","HHFA","MFSH","PC_HHFA","A","2007",15.71208,
"BEL","HHFA","MFSH","PC_HHFA","A","2008",12.47598,
"BEL","HHFA","MFSH","PC_HHFA","A","2009",11.73582,
"BEL","HHFA","MFSH","PC_HHFA","A","2010",10.57964,
"BEL","HHFA","MFSH","PC_HHFA","A","2011",9.848433,
"BEL","HHFA","MFSH","PC_HHFA","A","2012",10.12596,
"BEL","HHFA","MFSH","PC_HHFA","A","2013",10.98936,
"BEL","HHFA","MFSH","PC_HHFA","A","2014",13.03579,
"BEL","HHFA","MFSH","PC_HHFA","A","2015",14.53971,
"BEL","HHFA","MFSH","PC_HHFA","A","2016",14.66527,
"BEL","HHFA","MFSH","PC_HHFA","A","2017",15.68815,
"BEL","HHFA","MFSH","PC_HHFA","A","2018",14.80672,
"BEL","HHFA","MFSH","PC_HHFA","A","2019",15.67457,
"BEL","HHFA","PENSIONF","PC_HHFA","A","1995",1.376295,
"BEL","HHFA","PENSIONF","PC_HHFA","A","1996",1.499365,
"BEL","HHFA","PENSIONF","PC_HHFA","A","1997",1.676497,
"BEL","HHFA","PENSIONF","PC_HHFA","A","1998",4.732986,
"BEL","HHFA","PENSIONF","PC_HHFA","A","1999",4.756229,
"BEL","HHFA","PENSIONF","PC_HHFA","A","2000",4.926699,
"BEL","HHFA","PENSIONF","PC_HHFA","A","2001",4.946935,
"BEL","HHFA","PENSIONF","PC_HHFA","A","2002",5.314976,
"BEL","HHFA","PENSIONF","PC_HHFA","A","2003",5.423528,
"BEL","HHFA","PENSIONF","PC_HHFA","A","2004",5.388653,
"BEL","HHFA","PENSIONF","PC_HHFA","A","2005",5.500109,
"BEL","HHFA","PENSIONF","PC_HHFA","A","2006",5.508434,
"BEL","HHFA","PENSIONF","PC_HHFA","A","2007",5.747298,
"BEL","HHFA","PENSIONF","PC_HHFA","A","2008",6.010866,
"BEL","HHFA","PENSIONF","PC_HHFA","A","2009",5.988054,
"BEL","HHFA","PENSIONF","PC_HHFA","A","2010",6.046321,
"BEL","HHFA","PENSIONF","PC_HHFA","A","2011",6.121941,
"BEL","HHFA","PENSIONF","PC_HHFA","A","2012",6.34739,
